Knmp;Voorraad;Department;Location;Artikelnaam;Hpkode;Artikelcode;Hpkode;Status;;;;Knmp,Voorraad,Department,Location,Artikelnaam,Hpkode,Artikelcode,Hpkode,Status,,
90004114;3; APOTHEEK ; CHEMO ; PACLITAXEL 6MG/ML INJ. 5ML ;213783;9004858;1951262; A ;;;;90004114,3, APOTHEEK , CHEMO , PACLITAXEL 6MG/ML INJ. 5ML ,213783,9004858,1951262, A ,,
15380165;1; APOTHEEK ; CHEMO ; PACLITAXEL ACTAVIS INFVLST CONC 6MG/ML FL 16 7ML ;213784;211374;1951246; A ;;;;15380165,1, APOTHEEK , CHEMO , PACLITAXEL ACTAVIS INFVLST CONC 6MG/ML FL 16 7ML ,213784,211374,1951246, A ,,
15380181;2; APOTHEEK ; CHEMO ; PACLITAXEL ACTAVIS INFVLST CONC 6MG/ML FL 50ML ;213786;211376;1951262; A ;;;;15380181,2, APOTHEEK , CHEMO , PACLITAXEL ACTAVIS INFVLST CONC 6MG/ML FL 50ML ,213786,211376,1951262, A ,,
14674998;4; APOTHEEK ; O T/M Z ; PANTOPRAZOL 20MG TABL. ;89531;89531;1163094; A ;;;;14674998,4, APOTHEEK , O T/M Z , PANTOPRAZOL 20MG TABL. ,89531,89531,1163094, A ,,
14603373;31; APOTHEEK ; O T/M Z ; PANTOPRAZOL 40MG TABL. ;64495;64495;878421; A ;;;;14603373,31, APOTHEEK , O T/M Z , PANTOPRAZOL 40MG TABL. ,64495,64495,878421, A ,,
14191652;2; APOTHEEK ; AMPULLENKAST ; PANTOZOL 40MG INJ.PDR ;83591;83591;1124811; A ;;;;14191652,2, APOTHEEK , AMPULLENKAST , PANTOZOL 40MG INJ.PDR ,83591,83591,1124811, A ,,
90000087;7400; APOTHEEK ; INWENDIGE DRANKEN ; PARACETAMOL 24MG/ML STR. ;60080;9000164;640808; A ;;;;90000087,7400, APOTHEEK , INWENDIGE DRANKEN , PARACETAMOL 24MG/ML STR. ,60080,9000164,640808, A ,,
90004508;2600; APOTHEEK ; WERKBANK + BALI ; PARACETAMOL 24MG/ML STR. (BGVS) ;60080;9005374;640808; A ;;;;90004508,2600, APOTHEEK , WERKBANK + BALI , PARACETAMOL 24MG/ML STR. (BGVS) ,60080,9005374,640808, A ,,
90003788;70; APOTHEEK ; OPIATEN KAST ; PARACETAMOL/CODEINE 500/8MG ;niet gevonden;9004439;850675; A ;;;;90003788,70, APOTHEEK , OPIATEN KAST , PARACETAMOL/CODEINE 500/8MG ,niet gevonden,9004439,850675, A ,,
15356264;40; APOTHEEK ; O T/M Z ; PAROXETINE 10MG TABL. OMH. ;209766;209766;1934686; A ;;;;15356264,40, APOTHEEK , O T/M Z , PAROXETINE 10MG TABL. OMH. ,209766,209766,1934686, A ,,
90000088;1; APOTHEEK ; AMPULLENKAST ; PENTAMIDINE 300MG/ML INJ.PDR ;63000;9000166;631450; A ;;;;90000088,1, APOTHEEK , AMPULLENKAST , PENTAMIDINE 300MG/ML INJ.PDR ,63000,9000166,631450, A ,,
90004609;7; APOTHEEK ; BALIREK 3 ; PEPTICA GEL 200ML (ANTACID ANTIFLATULENT) ;272607;9005540;1625101; A ;;;;90004609,7, APOTHEEK , BALIREK 3 , PEPTICA GEL 200ML (ANTACID ANTIFLATULENT) ,272607,9005540,1625101, A ,,
13653598;50; APOTHEEK ; D T/M N ; PERSANTIN 200MG RET. CAPS. ;263370;41163;707813; A ;;;;13653598,50, APOTHEEK , D T/M N , PERSANTIN 200MG RET. CAPS. ,263370,41163,707813, A ,,
90004661;1; APOTHEEK ; BALIREK 1 ; PHANADYL PARACETAMOL SYRUP ELIXIR 120ML ;niet gevonden;9006225;44474; A ;;;;90004661,1, APOTHEEK , BALIREK 1 , PHANADYL PARACETAMOL SYRUP ELIXIR 120ML ,niet gevonden,9006225,44474, A ,,
90002630;1; APOTHEEK ; BALI ; PILL PULVERIZER (APEX) ;niet gevonden;9002973;1507710; A ;;;;90002630,1, APOTHEEK , BALI , PILL PULVERIZER (APEX) ,niet gevonden,9002973,1507710, A ,,
13720775;2; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; PILOCARPINE 2% OOGDR. 10ML ;31303;31303;257362; A ;;;;13720775,2, APOTHEEK , OOGDRUPPELS - EN ZALVEN , PILOCARPINE 2% OOGDR. 10ML ,31303,31303,257362, A ,,
90004638;72; APOTHEEK ; OORDRUPPELS ; PILOCARPINE 2% OOGDR. MINIM ;10307;9005637;257362; A ;;;;90004638,72, APOTHEEK , OORDRUPPELS , PILOCARPINE 2% OOGDR. MINIM ,10307,9005637,257362, A ,,
13521802;45; APOTHEEK ; O T/M Z ; PIMOZIDE 1MG TABL. ;60058;11812;82082; A ;;;;13521802,45, APOTHEEK , O T/M Z , PIMOZIDE 1MG TABL. ,60058,11812,82082, A ,,
12315974;46; APOTHEEK ; O T/M Z ; PIMOZIDE FORTE 4MG TABL. ;60636;11811;227013; A ;;;;12315974,46, APOTHEEK , O T/M Z , PIMOZIDE FORTE 4MG TABL. ,60636,11811,227013, A ,,
14333902;132; APOTHEEK ; O T/M Z ; PLAQUENIL 200MG TABL. OMH. ;12591;12591;13099; A ;;;;14333902,132, APOTHEEK , O T/M Z , PLAQUENIL 200MG TABL. OMH. ,12591,12591,13099, A ,,
90004616;660; APOTHEEK ; BALIREK 1 ; PLUSPHARMA CALCIUM 600 MG TAB (60 ST) ;Bali;9005547;1035118; A ;;;;90004616,660, APOTHEEK , BALIREK 1 , PLUSPHARMA CALCIUM 600 MG TAB (60 ST) ,Bali,9005547,1035118, A ,,
90004407;48; APOTHEEK ; PRODUCTIE ITEMSONDER TAFEL ; POLYETHYLEENGLYCOL (MACROGOL) 4GRAM ;156659;9005210;258849; A ;;;;90004407,48, APOTHEEK , PRODUCTIE ITEMSONDER TAFEL , POLYETHYLEENGLYCOL (MACROGOL) 4GRAM ,156659,9005210,258849, A ,,
90001756;25; APOTHEEK ; BALIREK 3 ; POSTINOR (LEVONORGESTREL) ;Bali;9003222;52000; A ;;;;90001756,25, APOTHEEK , BALIREK 3 , POSTINOR (LEVONORGESTREL) ,Bali,9003222,52000, A ,,
12106062;420; APOTHEEK ; CREMES-ZALVEN PATENT ; POVIDON JOOD 100MG/G ZALF ;60332;1437;204277; A ;;;;12106062,420, APOTHEEK , CREMES-ZALVEN PATENT , POVIDON JOOD 100MG/G ZALF ,60332,1437,204277, A ,,
90004382;300; APOTHEEK ; UITWENDIGE GENEESMIDDELEN ; POVIDON JOOD 100MG/ML LOTION ;80295;9005187;43346; A ;;;;90004382,300, APOTHEEK , UITWENDIGE GENEESMIDDELEN , POVIDON JOOD 100MG/ML LOTION ,80295,9005187,43346, A ,,
90004727;16; APOTHEEK ; BALIREK 2 ; POVIDONE-LODINE OINTMENT 20GR ;Bali;9006719;1035118; A ;;;;90004727,16, APOTHEEK , BALIREK 2 , POVIDONE-LODINE OINTMENT 20GR ,Bali,9006719,1035118, A ,,
14909499;120; APOTHEEK ; O T/M Z ; PRAVASTATINE 20MG TABL. ;63236;63236;644684; A ;;;;14909499,120, APOTHEEK , O T/M Z , PRAVASTATINE 20MG TABL. ,63236,63236,644684, A ,,
14741946;177; APOTHEEK ; O T/M Z ; PRAVASTATINE 40MG TABL. ;73257;73257;1045296; A ;;;;14741946,177, APOTHEEK , O T/M Z , PRAVASTATINE 40MG TABL. ,73257,73257,1045296, A ,,
12829374;473; APOTHEEK ; O T/M Z ; PRAZIQUANTEL 600MG TABL. ;62243;1505;572551; A ;;;;12829374,473, APOTHEEK , O T/M Z , PRAZIQUANTEL 600MG TABL. ,62243,1505,572551, A ,,
14168863;4; APOTHEEK ; KOELKAST ; PREDNISOLON 20MG CAPS. ;82485;81894;1112708; A ;;;;14168863,4, APOTHEEK , KOELKAST , PREDNISOLON 20MG CAPS. ,82485,81894,1112708, A ,,
14619903;90; APOTHEEK ; O T/M Z ; PREDNISOLON 20MG TABL. ;119668;119668;1443364; A ;;;;14619903,90, APOTHEEK , O T/M Z , PREDNISOLON 20MG TABL. ,119668,119668,1443364, A ,,
90000095;26; APOTHEEK ; AMPULLENKAST ; PREDNISOLON 25MG INJ.PDR. ;72795;72795;1043919; A ;;;;90000095,26, APOTHEEK , AMPULLENKAST , PREDNISOLON 25MG INJ.PDR. ,72795,72795,1043919, A ,,
15428494;270; APOTHEEK ; ANTIVIRAAL ; PREZISTA 400MG TABL.OMH. ;214977;214977;1988417; A ;;;;15428494,270, APOTHEEK , ANTIVIRAAL , PREZISTA 400MG TABL.OMH. ,214977,214977,1988417, A ,,
15428508;29; APOTHEEK ; ANTIVIRAAL ; PREZISTA 600MG TABL OMH ;214978;214978;1988425; A ;;;;15428508,29, APOTHEEK , ANTIVIRAAL , PREZISTA 600MG TABL OMH ,214978,214978,1988425, A ,,
13722247;45; APOTHEEK ; ZETPILLEN ; PRIMPERAN 10MG ZETPIL ;12835;12835;229695; A ;;;;13722247,45, APOTHEEK , ZETPILLEN , PRIMPERAN 10MG ZETPIL ,12835,12835,229695, A ,,
12142786;500; APOTHEEK ; CREMES-ZALVEN PATENT ; PRIODERM MALATHION LOTION ;296570;12840;85235; A ;;;;12142786,500, APOTHEEK , CREMES-ZALVEN PATENT , PRIODERM MALATHION LOTION ,296570,12840,85235, A ,,
14130610;1146; APOTHEEK ; O T/M Z ; PROMETHAZINE 25MG TABL. OMH. ;78212;78212;1089692; A ;;;;14130610,1146, APOTHEEK , O T/M Z , PROMETHAZINE 25MG TABL. OMH. ,78212,78212,1089692, A ,,
90000099;57; APOTHEEK ; AMPULLENKAST ; PROMETHAZINE 25MG/ML INJ. 1ML ;59981;9000178;1028723; A ;;;;90000099,57, APOTHEEK , AMPULLENKAST , PROMETHAZINE 25MG/ML INJ. 1ML ,59981,9000178,1028723, A ,,
14050943;59; APOTHEEK ; O T/M Z ; PROPRANOLOL HCL 10MG TABL. ;71391;71391;1035886; A ;;;;14050943,59, APOTHEEK , O T/M Z , PROPRANOLOL HCL 10MG TABL. ,71391,71391,1035886, A ,,
14052636;595; APOTHEEK ; O T/M Z ; PROPRANOLOL HCL 40MG TABL. ;71392;71392;1035894; A ;;;;14052636,595, APOTHEEK , O T/M Z , PROPRANOLOL HCL 40MG TABL. ,71392,71392,1035894, A ,,
14043564;85; APOTHEEK ; O T/M Z ; PROVERA 10MG TABL. ;12970;12970;529575; A ;;;;14043564,85, APOTHEEK , O T/M Z , PROVERA 10MG TABL. ,12970,12970,529575, A ,,
14043580;79; APOTHEEK ; O T/M Z ; PROVERA 200MG TABL. ;12972;12972;551864; A ;;;;14043580,79, APOTHEEK , O T/M Z , PROVERA 200MG TABL. ,12972,12972,551864, A ,,
14130653;148; APOTHEEK ; O T/M Z ; PYRAZINAMIDE 500MG TABL. ;78214;78214;1089714; A ;;;;14130653,148, APOTHEEK , O T/M Z , PYRAZINAMIDE 500MG TABL. ,78214,78214,1089714, A ,,
14205106;113; APOTHEEK ; D T/M N ; PYRIDOSTIGMINE 60MG TABL. ;60580;10057;222887; A ;;;;14205106,113, APOTHEEK , D T/M N , PYRIDOSTIGMINE 60MG TABL. ,60580,10057,222887, A ,,
14559617;1231; APOTHEEK ; WERKBANK + BALI ; PYRIDOXINE HCL 50MG TABL. ;71544;71544;1036602; A ;;;;14559617,1231, APOTHEEK , WERKBANK + BALI , PYRIDOXINE HCL 50MG TABL. ,71544,71544,1036602, A ,,
13724916;28; APOTHEEK ; O T/M Z ; PYRIMETHAMINE 25MG TAB. (DARAPRIM) ;59659;4301;24902; A ;;;;13724916,28, APOTHEEK , O T/M Z , PYRIMETHAMINE 25MG TAB. (DARAPRIM) ,59659,4301,24902, A ,,
90000534;20; APOTHEEK ; AMPULLENKAST ; RANITIDINE 25MG/ML INJ. 2ML ;135359;9000796;577901; A ;;;;90000534,20, APOTHEEK , AMPULLENKAST , RANITIDINE 25MG/ML INJ. 2ML ,135359,9000796,577901, A ,,
13650203;800; APOTHEEK ; INWENDIGE DRANKEN ; RESONIUM A POEDER ;13298;13298;15261; A ;;;;13650203,800, APOTHEEK , INWENDIGE DRANKEN , RESONIUM A POEDER ,13298,13298,15261, A ,,
90004539;5; APOTHEEK ; BALIREK 3 ; RESPIRA D GEL (HOEST EN ALLERIE DRANK) 100ML ;Bali;9005418;44474; A ;;;;90004539,5, APOTHEEK , BALIREK 3 , RESPIRA D GEL (HOEST EN ALLERIE DRANK) 100ML ,Bali,9005418,44474, A ,,
14052954;19; APOTHEEK ; O T/M Z ; RIFADIN 300MG CAPS. ;13373;13373;231150; A ;;;;14052954,19, APOTHEEK , O T/M Z , RIFADIN 300MG CAPS. ,13373,13373,231150, A ,,
14044269;120; APOTHEEK ; INWENDIGE DRANKEN ; RIFAMPICINE 20MG/ML SUSP. ;13376;13376;231177; A ;;;;14044269,120, APOTHEEK , INWENDIGE DRANKEN , RIFAMPICINE 20MG/ML SUSP. ,13376,13376,231177, A ,,
90003957;290; APOTHEEK ; BALIREK 3 ; RIGEVIDON TABLETTEN ;Bali;9004725;95133; A ;;;;90003957,290, APOTHEEK , BALIREK 3 , RIGEVIDON TABLETTEN ,Bali,9004725,95133, A ,,
90000559;630; APOTHEEK ; ANTIVIRAAL ; RITONAVIR 100MG CAPS. ;94708;9000824;1023608; A ;;;;90000559,630, APOTHEEK , ANTIVIRAAL , RITONAVIR 100MG CAPS. ,94708,9000824,1023608, A ,,
12145246;4; APOTHEEK ; AMPULLENKAST ; RIVOTRIL 1MG/ML INJ. 1ML ;13426;13426;93629; A ;;;;12145246,4, APOTHEEK , AMPULLENKAST , RIVOTRIL 1MG/ML INJ. 1ML ,13426,13426,93629, A ,,
90004544;261; APOTHEEK ; BALIREK 3 ; ROMED CONDOOM (COLOURED) ;Bali;9005423;894397; A ;;;;90004544,261, APOTHEEK , BALIREK 3 , ROMED CONDOOM (COLOURED) ,Bali,9005423,894397, A ,,
90004543;225; APOTHEEK ; BALIREK 3 ; ROMED CONDOOM (EXTRA STRONG) ;Bali;9005422;894397; A ;;;;90004543,225, APOTHEEK , BALIREK 3 , ROMED CONDOOM (EXTRA STRONG) ,Bali,9005422,894397, A ,,
90004542;3; APOTHEEK ; BALIREK 3 ; ROMED CONDOOM (FLAVOURED) ;Bali;9005421;894397; A ;;;;90004542,3, APOTHEEK , BALIREK 3 , ROMED CONDOOM (FLAVOURED) ,Bali,9005421,894397, A ,,
90004541;264; APOTHEEK ; BALIREK 3 ; ROMED CONDOOM (TEXTURED) ;Bali;9005420;894397; A ;;;;90004541,264, APOTHEEK , BALIREK 3 , ROMED CONDOOM (TEXTURED) ,Bali,9005420,894397, A ,,
90004545;270; APOTHEEK ; BALIREK 3 ; ROMED CONDOOM (ULTRA THIN) ;Bali;9005424;894397; A ;;;;90004545,270, APOTHEEK , BALIREK 3 , ROMED CONDOOM (ULTRA THIN) ,Bali,9005424,894397, A ,,
90004122;2600; APOTHEEK ; UITWENDIGE GENEESMIDDELEN ; RUBBING ALCOHOL PLAIN (BH) ;149491;9004865;1603019; A ;;;;90004122,2600, APOTHEEK , UITWENDIGE GENEESMIDDELEN , RUBBING ALCOHOL PLAIN (BH) ,149491,9004865,1603019, A ,,
90002323;7; APOTHEEK ; BALIREK 4 ; RUDAPORO 2 5CMX9M HYPOALLERGIE ;50833;9002638;579173; A ;;;;90002323,7, APOTHEEK , BALIREK 4 , RUDAPORO 2 5CMX9M HYPOALLERGIE ,50833,9002638,579173, A ,,
14699508;9; APOTHEEK ; INHALATIE ; SALBUTAMOL  AER CFKVR 100MCG/DO SPBS 200DO + INH ;127859;127859;1493647; A ;;;;14699508,9, APOTHEEK , INHALATIE , SALBUTAMOL  AER CFKVR 100MCG/DO SPBS 200DO + INH ,127859,127859,1493647, A ,,
90000104;18; APOTHEEK ; AMPULLENKAST ; SALBUTAMOL 0 5MG/ML INJ.1ML ;61481;9000183;407739; A ;;;;90000104,18, APOTHEEK , AMPULLENKAST , SALBUTAMOL 0 5MG/ML INJ.1ML ,61481,9000183,407739, A ,,
14040166;150; APOTHEEK ; INHALATIE ; SALBUTAMOL CF INHALATIEVLOEISTOF 5MG/ML ;70616;70616;1030361; A ;;;;14040166,150, APOTHEEK , INHALATIE , SALBUTAMOL CF INHALATIEVLOEISTOF 5MG/ML ,70616,70616,1030361, A ,,
90004559;150; APOTHEEK ; BALIREK 1 ; SARI DAUN SIRSAK (ZUURZAK) ;Bali;9005438;1625101; A ;;;;90004559,150, APOTHEEK , BALIREK 1 , SARI DAUN SIRSAK (ZUURZAK) ,Bali,9005438,1625101, A ,,
90004163;30; APOTHEEK ; BALI ; SENI MAN EXT. INCONTINENTIE PADS FOR MAN ;Bali;9004911;1684213; A ;;;;90004163,30, APOTHEEK , BALI , SENI MAN EXT. INCONTINENTIE PADS FOR MAN ,Bali,9004911,1684213, A ,,
14821737;1935; APOTHEEK ; O T/M Z ; SIMVASTATINE 10MG TABL. ;145788;145788;1576135; A ;;;;14821737,1935, APOTHEEK , O T/M Z , SIMVASTATINE 10MG TABL. ,145788,145788,1576135, A ,,
14821745;798; APOTHEEK ; O T/M Z ; SIMVASTATINE 20MG TABL. ;145789;145789;1576143; A ;;;;14821745,798, APOTHEEK , O T/M Z , SIMVASTATINE 20MG TABL. ,145789,145789,1576143, A ,,
14821788;334; APOTHEEK ; O T/M Z ; SIMVASTATINE 40MG TABL. ;145790;145790;1576151; A ;;;;14821788,334, APOTHEEK , O T/M Z , SIMVASTATINE 40MG TABL. ,145790,145790,1576151, A ,,
90004732;410; APOTHEEK ; BALIREK 2 ; SINUS TABLET ;Bali;9006724;1035118; A ;;;;90004732,410, APOTHEEK , BALIREK 2 , SINUS TABLET ,Bali,9006724,1035118, A ,,
13958046;50; APOTHEEK ; O T/M Z ; SLOW K 600MG TABL. ;14109;14109;78069; A ;;;;13958046,50, APOTHEEK , O T/M Z , SLOW K 600MG TABL. ,14109,14109,78069, A ,,
90002996;3; APOTHEEK ; BALIREK 3 ; STREPSILS ZUIGTABL. HONEY & LEMON ;14742;9003351;18139; A ;;;;90002996,3, APOTHEEK , BALIREK 3 , STREPSILS ZUIGTABL. HONEY & LEMON ,14742,9003351,18139, A ,,
90001193;11; APOTHEEK ; BALIREK 3 ; STREPSILS ZUIGTABLET ORANGE (LOSSE VERPAKKING) ;14743;9001495;18139; A ;;;;90001193,11, APOTHEEK , BALIREK 3 , STREPSILS ZUIGTABLET ORANGE (LOSSE VERPAKKING) ,14743,9001495,18139, A ,,
12150320;58; APOTHEEK ; O T/M Z ; STRUMAZOL 10MG TABL. ;14756;14756;18287; A ;;;;12150320,58, APOTHEEK , O T/M Z , STRUMAZOL 10MG TABL. ,14756,14756,18287, A ,,
90004561;300; APOTHEEK ; BALIREK 1 ; SUSUT PERUT CAPS ;Bali;9005440;1625101; A ;;;;90004561,300, APOTHEEK , BALIREK 1 , SUSUT PERUT CAPS ,Bali,9005440,1625101, A ,,
90004562;1000; APOTHEEK ; BALIREK 1 ; SUSUT PERUT PILS 100 ;Bali;9005441;1625101; A ;;;;90004562,1000, APOTHEEK , BALIREK 1 , SUSUT PERUT PILS 100 ,Bali,9005441,1625101, A ,,
90004083;5; APOTHEEK ; BALIREK 4 ; SYNTHETISCHE WATTEN 10CMX2 7M ;228875;9004819;1657453; A ;;;;90004083,5, APOTHEEK , BALIREK 4 , SYNTHETISCHE WATTEN 10CMX2 7M ,228875,9004819,1657453, A ,,
90003670;4; APOTHEEK ; MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE ; SYNTHETISCHE WATTEN 10CMX3M HEKA PADDING ;234818;9004288;1657453; A ;;;;90003670,4, APOTHEEK , MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE , SYNTHETISCHE WATTEN 10CMX3M HEKA PADDING ,234818,9004288,1657453, A ,,
90004700;12; APOTHEEK ; BALIREK 3 ; TADALIS 20MG TABL. (TADALAFIL) ;292756;9006328;1140760; A ;;;;90004700,12, APOTHEEK , BALIREK 3 , TADALIS 20MG TABL. (TADALAFIL) ,292756,9006328,1140760, A ,,
90001940;260; APOTHEEK ; MAGISTRAAL CREMES-ZALVEN ; TCA 0 1% IN MICONAZOL 2% CREME ;254885;9002253;636797; A ;;;;90001940,260, APOTHEEK , MAGISTRAAL CREMES-ZALVEN , TCA 0 1% IN MICONAZOL 2% CREME ,254885,9002253,636797, A ,,
90001101;930; APOTHEEK ; ANTIVIRAAL ; TENOFOVIR 300MG TABL. ;niet gevonden;9002050;1530100; A ;;;;90001101,930, APOTHEEK , ANTIVIRAAL , TENOFOVIR 300MG TABL. ,niet gevonden,9002050,1530100, A ,,
14782146;5; APOTHEEK ; BALIREK 4 ; TENSOPLAST EL.WINDSEL 4 5MX 5 0CM           NR4037  ;15488;39570;282901; A ;;;;14782146,5, APOTHEEK , BALIREK 4 , TENSOPLAST EL.WINDSEL 4 5MX 5 0CM           NR4037  ,15488,39570,282901, A ,,
14782154;5; APOTHEEK ; BALIREK 4 ; TENSOPLAST EL.WINDSEL 4 5MX 7 5CM           NR4058 ;15489;39571;282928; A ;;;;14782154,5, APOTHEEK , BALIREK 4 , TENSOPLAST EL.WINDSEL 4 5MX 7 5CM           NR4058 ,15489,39571,282928, A ,,
14782162;2; APOTHEEK ; BALIREK 4 ; TENSOPLAST EL.WINDSEL 4 5MX10 0CM           NR4068 ;15490;39572;282936; A ;;;;14782162,2, APOTHEEK , BALIREK 4 , TENSOPLAST EL.WINDSEL 4 5MX10 0CM           NR4068 ,15490,39572,282936, A ,,
90000121;9; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; TETRACYCLIN HCL 10MG/G OOGZALF ;31263;9000202;256986; A ;;;;90000121,9, APOTHEEK , OOGDRUPPELS - EN ZALVEN , TETRACYCLIN HCL 10MG/G OOGZALF ,31263,9000202,256986, A ,,
14131021;690; APOTHEEK ; O T/M Z ; TETRACYCLINE HCL 250MG CAPS ;78221;78221;1089781; A ;;;;14131021,690, APOTHEEK , O T/M Z , TETRACYCLINE HCL 250MG CAPS ,78221,78221,1089781, A ,,
90004730;12; APOTHEEK ; BALIREK 1 ; THERA FLU TABLET ;Bali;9006722;1035118; A ;;;;90004730,12, APOTHEEK , BALIREK 1 , THERA FLU TABLET ,Bali,9006722,1035118, A ,,
90004624;28; APOTHEEK ; AMPULLENKAST ; THIAMINI HCL 50MG/1ML INJ. 2 ML (VIT B1) ;niet gevonden;9005555;254010; A ;;;;90004624,28, APOTHEEK , AMPULLENKAST , THIAMINI HCL 50MG/1ML INJ. 2 ML (VIT B1) ,niet gevonden,9005555,254010, A ,,
90003538;175; APOTHEEK ; BALIREK 2 ; TP BABYRUB 25GR ;Bali;9004093;90247; A ;;;;90003538,175, APOTHEEK , BALIREK 2 , TP BABYRUB 25GR ,Bali,9004093,90247, A ,,
14761661;456; APOTHEEK ; O T/M Z ; TRAMADOL HCL 50MG CAPS. ;81910;81910;1112740; A ;;;;14761661,456, APOTHEEK , O T/M Z , TRAMADOL HCL 50MG CAPS. ,81910,81910,1112740, A ,,
90004430;20; APOTHEEK ; AMPULLENKAST ; TRANEXAMINE 100MG/ML INJ. 5ML ;134872;9005246;49530; A ;;;;90004430,20, APOTHEEK , AMPULLENKAST , TRANEXAMINE 100MG/ML INJ. 5ML ,134872,9005246,49530, A ,,
90004436;5; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; TRAVOPROST 40MCG/ML OOGDR. 3ML ;263376;9005258;1504126; A ;;;;90004436,5, APOTHEEK , OOGDRUPPELS - EN ZALVEN , TRAVOPROST 40MCG/ML OOGDR. 3ML ,263376,9005258,1504126, A ,,
13488236;90; APOTHEEK ; O T/M Z ; TRAZODONHYDROCHLORIDE 100MG TABL. ;243734;16011;448494; A ;;;;13488236,90, APOTHEEK , O T/M Z , TRAZODONHYDROCHLORIDE 100MG TABL. ,243734,16011,448494, A ,,
90000126;600; APOTHEEK ; UITWENDIGE GENEESMIDDELEN ; TRIAMCINOLON 0 1% LOTION ;niet gevonden;9000205;798827; A ;;;;90000126,600, APOTHEEK , UITWENDIGE GENEESMIDDELEN , TRIAMCINOLON 0 1% LOTION ,niet gevonden,9000205,798827, A ,,
90000127;2; APOTHEEK ; AMPULLENKAST ; TRIAMCINOLON 10MG/ML INJ. 1ML ;157556;9000206;219541; A ;;;;90000127,2, APOTHEEK , AMPULLENKAST , TRIAMCINOLON 10MG/ML INJ. 1ML ,157556,9000206,219541, A ,,
14331411;5; APOTHEEK ; AMPULLENKAST ; TRIAMCINOLON 40MG/ML INJ.PDR ;263476;9000719;219576; A ;;;;14331411,5, APOTHEEK , AMPULLENKAST , TRIAMCINOLON 40MG/ML INJ.PDR ,263476,9000719,219576, A ,,
90000502;260; APOTHEEK ; MAGISTRAAL CREMES-ZALVEN ; TRIAMCINOLONACETONIDE CETO 1MG/G CREME ;31138;9003643;1035819; A ;;;;90000502,260, APOTHEEK , MAGISTRAAL CREMES-ZALVEN , TRIAMCINOLONACETONIDE CETO 1MG/G CREME ,31138,9003643,1035819, A ,,
15548600;13; APOTHEEK ; ANTICONCEPTIE ; TRIGYNON DRAGEE ;16090;16090;410047; A ;;;;15548600,13, APOTHEEK , ANTICONCEPTIE , TRIGYNON DRAGEE ,16090,16090,410047, A ,,
90002021;330; APOTHEEK ; CREMES-ZALVEN PATENT ; TRIPLE A/B ZALF ;61196;9002334;264806; A ;;;;90002021,330, APOTHEEK , CREMES-ZALVEN PATENT , TRIPLE A/B ZALF ,61196,9002334,264806, A ,,
12506141;4; APOTHEEK ; OORDRUPPELS ; TROPICAMIDE 10MG/ML OOGDR. 0 5ML ;135215;10317;531375; A ;;;;12506141,4, APOTHEEK , OORDRUPPELS , TROPICAMIDE 10MG/ML OOGDR. 0 5ML ,135215,10317,531375, A ,,
90004720;20; APOTHEEK ; OORDRUPPELS ; TROPICAMIDE 10MG/ML OOGDR. MINIMS ;30336;9006712;531375; A ;;;;90004720,20, APOTHEEK , OORDRUPPELS , TROPICAMIDE 10MG/ML OOGDR. MINIMS ,30336,9006712,531375, A ,,
15339874;690; APOTHEEK ; ANTIVIRAAL ; TRUVADA 200/300MG TABL.OMH. ;niet gevonden;196811;1826298; A ;;;;15339874,690, APOTHEEK , ANTIVIRAAL , TRUVADA 200/300MG TABL.OMH. ,niet gevonden,196811,1826298, A ,,
90000493;1100; APOTHEEK ; INWENDIGE DRANKEN ; TUSSADRYL COMP. LINC. ADULT ;niet gevonden;9000743;1172344; A ;;;;90000493,1100, APOTHEEK , INWENDIGE DRANKEN , TUSSADRYL COMP. LINC. ADULT ,niet gevonden,9000743,1172344, A ,,
90004029;114; APOTHEEK ; MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE ; UNDERPADS DYNAREX 58X91CM ;niet gevonden;9004751;1596217; A ;;;;90004029,114, APOTHEEK , MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE , UNDERPADS DYNAREX 58X91CM ,niet gevonden,9004751,1596217, A ,,
90004082;15; APOTHEEK ; MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE ; URINEZAK 2L  130CM + KRAAN ;215088;9004818;302503; A ;;;;90004082,15, APOTHEEK , MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE , URINEZAK 2L  130CM + KRAAN ,215088,9004818,302503, A ,,
90000353;23; APOTHEEK ; MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE ; URINEZK 0 1LBABY ZNDR VENT. ;119231;9000454;302503; A ;;;;90000353,23, APOTHEEK , MEDISCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE , URINEZK 0 1LBABY ZNDR VENT. ,119231,9000454,302503, A ,,
